FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,URL
Jean Matsumoto,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 09, 1999",http://ufcstats.com/fighter-details/ffd3224638c01b57
Koyomi Matsushima,"5' 7""",145 lbs.,"66""",Orthodox,"Oct 08, 1992",http://ufcstats.com/fighter-details/5ad226da6c74a48e
Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",http://ufcstats.com/fighter-details/a845f0735bc67405
Connor Matthews,"5' 8""",145 lbs.,"71""",Switch,"May 31, 1992",http://ufcstats.com/fighter-details/36e78278a77006d4
Vladimir Matyushenko,"6' 0""",205 lbs.,"74""",Orthodox,"Jan 04, 1971",http://ufcstats.com/fighter-details/ccdd90bd1fc7dab6
Miranda Maverick,"5' 3""",125 lbs.,"65""",Southpaw,"Jul 01, 1997",http://ufcstats.com/fighter-details/f29a6350c69f4a33
Nick Maximov,"6' 0""",185 lbs.,"76""",Southpaw,"Dec 23, 1997",http://ufcstats.com/fighter-details/12585614e0ed2626
Don'Tale Mayes,"6' 6""",260 lbs.,"81""",Orthodox,"Jan 16, 1992",http://ufcstats.com/fighter-details/1a9480fc288e55d7
Gray Maynard,"5' 9""",155 lbs.,"70""",Orthodox,"May 09, 1979",http://ufcstats.com/fighter-details/7d96bc577e5178b2
Gina Mazany,"5' 6""",125 lbs.,"68""",Southpaw,"Aug 19, 1988",http://ufcstats.com/fighter-details/016a8d958883167c
Sabina Mazo,"5' 7""",125 lbs.,"70""",Orthodox,"Mar 25, 1997",http://ufcstats.com/fighter-details/70d2329a92864fdb
Francesco Mazzeo,"6' 3""",205 lbs.,"75""",Orthodox,"Sep 23, 1997",http://ufcstats.com/fighter-details/7b3c13fe33556a21
Ian McCall,"5' 5""",125 lbs.,"64""",Orthodox,"May 07, 1984",http://ufcstats.com/fighter-details/701e057d63c124d9
Molly McCann,"5' 4""",115 lbs.,"62""",Orthodox,"May 04, 1990",http://ufcstats.com/fighter-details/51018a31ddf31eb2
Charles McCarthy,"5' 10""",185 lbs.,"71""",Orthodox,"Aug 06, 1980",http://ufcstats.com/fighter-details/da97d6c97d09c030
Eric McConico,"6' 0""",185 lbs.,"77""",Southpaw,"May 09, 1990",http://ufcstats.com/fighter-details/9508cc6184cb2450
Sean McCorkle,"6' 7""",265 lbs.,"81""",Orthodox,"Jul 17, 1976",http://ufcstats.com/fighter-details/008dc37cca279def
Danni McCormack,"5' 4""",125 lbs.,"62""",Southpaw,"Mar 15, 1990",http://ufcstats.com/fighter-details/2a9f9db24cd032ba
Paddy McCorry,"6' 3""",185 lbs.,"73""",Switch,"Dec 09, 1997",http://ufcstats.com/fighter-details/b43620395f655046
Kris McCray,"6' 0""",170 lbs.,"76""",Orthodox,"Sep 24, 1981",http://ufcstats.com/fighter-details/baed16f18348908e
Tamdan McCrory,"6' 4""",185 lbs.,"76""",Switch,"Nov 05, 1986",http://ufcstats.com/fighter-details/eff47295daf721a6
Rob McCullough,"5' 9""",155 lbs.,"69""",Orthodox,"May 26, 1977",http://ufcstats.com/fighter-details/11e3fd7546359fc5
Justin McCully,"6' 1""",225 lbs.,"73""",Orthodox,"Feb 18, 1976",http://ufcstats.com/fighter-details/75f871836d41f90f
Robert McDaniel,"6' 3""",185 lbs.,"75""",Southpaw,"May 03, 1983",http://ufcstats.com/fighter-details/5cafbc97dba2e797
Drew McFedries,"6' 0""",185 lbs.,"72""",Southpaw,"Jul 27, 1978",http://ufcstats.com/fighter-details/1fd4fbdcc67de844
Court McGee,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",http://ufcstats.com/fighter-details/523fa774700d7d3f
Marcus McGhee,"5' 8""",135 lbs.,"69""",Orthodox,"May 07, 1990",http://ufcstats.com/fighter-details/c0ac37a4a1133da9
Conor McGregor,"5' 9""",155 lbs.,"74""",Southpaw,"Jul 14, 1988",http://ufcstats.com/fighter-details/f4c49976c75c5ab2
Rhys McKee,"6' 2""",170 lbs.,"78""",Orthodox,"Sep 10, 1995",http://ufcstats.com/fighter-details/f748267c4ab6c127
Cory McKenna,"5' 3""",115 lbs.,"58""",Orthodox,"Jul 11, 1999",http://ufcstats.com/fighter-details/3351aa64aa83c4d9
Tim McKenzie,"6' 0""",185 lbs.,"74""",Orthodox,"Jul 21, 1982",http://ufcstats.com/fighter-details/9ca265dfe8323db3
Cody McKenzie,"6' 0""",155 lbs.,"72""",Switch,"Dec 16, 1987",http://ufcstats.com/fighter-details/7be63795363029e8
Terrance McKinney,"5' 10""",155 lbs.,"73""",Switch,"Sep 15, 1994",http://ufcstats.com/fighter-details/809bd1a871491508
Garreth McLellan,"6' 1""",185 lbs.,"72""",Southpaw,"Sep 01, 1982",http://ufcstats.com/fighter-details/f215cfbd4ba3c270
Sara McMann,"5' 6""",135 lbs.,"66""",Orthodox,"Sep 24, 1980",http://ufcstats.com/fighter-details/7be74a12d7352df2
Tommy McMillen,"6' 0""",145 lbs.,"74""",Orthodox,"Dec 15, 1997",http://ufcstats.com/fighter-details/6b0a6def604de298
James McSweeney,"6' 4""",230 lbs.,"77""",Switch,"Oct 24, 1980",http://ufcstats.com/fighter-details/cac08b8685387ca5
Jackson McVey,"6' 4""",185 lbs.,"77""",Southpaw,"Mar 25, 1999",http://ufcstats.com/fighter-details/3eeec2f53cebdf12
Tim Means,"6' 2""",170 lbs.,"75""",Orthodox,"Feb 20, 1984",http://ufcstats.com/fighter-details/4b47e71384a9522f
Yancy Medeiros,"5' 10""",155 lbs.,"75""",Orthodox,"Sep 07, 1987",http://ufcstats.com/fighter-details/813550bc53b15fb0
MarQuel Mederos,"5' 10""",155 lbs.,"69""",Orthodox,"Nov 30, 1996",http://ufcstats.com/fighter-details/e2be0c1a9b886d92
Uros Medic,"6' 1""",170 lbs.,"71""",Southpaw,"Apr 25, 1993",http://ufcstats.com/fighter-details/681399317dbf4701
Emil Meek,"5' 11""",170 lbs.,"74""",Switch,"Aug 20, 1988",http://ufcstats.com/fighter-details/103b06d8707895a9
Sanford Alton Meeks,"6' 5""",265 lbs.,"75""",Orthodox,"Apr 05, 1994",http://ufcstats.com/fighter-details/27c59ac201539d10
Gerald Meerschaert,"6' 1""",185 lbs.,"77""",Southpaw,"Dec 18, 1987",http://ufcstats.com/fighter-details/6ac9bc2953c47345
Jordan Mein,"6' 0""",170 lbs.,"73""",Orthodox,"Oct 10, 1989",http://ufcstats.com/fighter-details/2aa49b3766a59bcd
Gilbert Melendez,"5' 9""",145 lbs.,"73""",Orthodox,"Apr 12, 1982",http://ufcstats.com/fighter-details/aa5b4eff51bdc7d1
Vanessa Melo,"5' 5""",135 lbs.,"65""",Orthodox,"Mar 27, 1988",http://ufcstats.com/fighter-details/9b7dfb3b7d99926a
Antonio Mendes,"6' 3""",205 lbs.,"77""",Southpaw,"Apr 19, 1981",http://ufcstats.com/fighter-details/3795fca327cbcf23
Chad Mendes,"5' 6""",145 lbs.,"66""",Orthodox,"May 01, 1985",http://ufcstats.com/fighter-details/b5b684eac99ae0a3
Augusto Mendes,"5' 6""",135 lbs.,"65""",Orthodox,"Mar 03, 1983",http://ufcstats.com/fighter-details/3d5b1ce6097dbb49
Mateus Mendonca,"5' 6""",125 lbs.,"71""",Orthodox,"Jan 17, 1999",http://ufcstats.com/fighter-details/48812daf291a4e23
Pietro Menga,"5' 7""",125 lbs.,"68""",Southpaw,"Feb 15, 1988",http://ufcstats.com/fighter-details/869d68b5383131fd
Alonzo Menifield,"6' 0""",205 lbs.,"76""",Orthodox,"Oct 18, 1987",http://ufcstats.com/fighter-details/a495f599e787614f
Ivan Menjivar,"5' 6""",145 lbs.,"64""",Orthodox,"May 30, 1982",http://ufcstats.com/fighter-details/5755960ebd0b16f6
Yaotzin Meza,"5' 9""",145 lbs.,"71""",Orthodox,"Feb 04, 1981",http://ufcstats.com/fighter-details/3623bd267a2eef2e
David Mgoyan,"5' 9""",145 lbs.,"70""",Orthodox,"Jun 25, 2004",http://ufcstats.com/fighter-details/8f003ef7e0d9a139
Jonathan Micallef,"6' 0""",170 lbs.,"77""",Southpaw,"Mar 05, 1999",http://ufcstats.com/fighter-details/f782f953bfe7b5f2
Andreas Michailidis,"6' 0""",170 lbs.,"76""",Orthodox,"Jul 18, 1988",http://ufcstats.com/fighter-details/79325a3c1a5c3bf4
Zachary Micklewright,"6' 0""",155 lbs.,"74""",Southpaw,"Aug 21, 1976",http://ufcstats.com/fighter-details/a36a14985a57a1c6
Bojan Mihajlovic,"5' 11""",205 lbs.,"73""",Orthodox,"Mar 30, 1980",http://ufcstats.com/fighter-details/d6285cba1d1052e0
Curtis Millender,"6' 2""",170 lbs.,"76""",Orthodox,"Dec 01, 1987",http://ufcstats.com/fighter-details/f1928a52590c5532
Dan Miller,"6' 1""",185 lbs.,"74""",Orthodox,"Jun 30, 1981",http://ufcstats.com/fighter-details/d0c29452d3272603
Jim Miller,"5' 8""",155 lbs.,"71""",Southpaw,"Aug 30, 1983",http://ufcstats.com/fighter-details/d1941565abf50b16
Cole Miller,"6' 1""",145 lbs.,"73""",Orthodox,"Apr 26, 1984",http://ufcstats.com/fighter-details/282fa667ff9c51ed
Mo Miller,"5' 8""",135 lbs.,"72""",Orthodox,"Aug 10, 1992",http://ufcstats.com/fighter-details/39019970ac8543e9
Juliana Miller,"5' 7""",125 lbs.,"66""",Orthodox,"May 07, 1996",http://ufcstats.com/fighter-details/aa0c573da7119292
Ty Miller,"6' 2""",170 lbs.,"77""",Orthodox,"Jun 04, 2000",http://ufcstats.com/fighter-details/0859524157a19045
Trent Miller,"5' 9""",185 lbs.,"72""",Orthodox,"Oct 31, 1995",http://ufcstats.com/fighter-details/2b6a37a97541a4fd
Che Mills,"6' 1""",170 lbs.,"76""",Orthodox,"Sep 29, 1982",http://ufcstats.com/fighter-details/6cadfd8f1d9e7685
Adam Milstead,"6' 3""",205 lbs.,"76""",Orthodox,"Jul 03, 1987",http://ufcstats.com/fighter-details/72ffecf712673af1
Alberto Mina,"6' 0""",170 lbs.,"77""",Orthodox,"May 02, 1982",http://ufcstats.com/fighter-details/4b1d46a1b5c0fd11
Darrick Minner,"5' 7""",145 lbs.,"69""",Orthodox,"Apr 28, 1990",http://ufcstats.com/fighter-details/34e516ab361afb1c
Carlton Minus,"5' 10""",170 lbs.,"75""",Orthodox,"Apr 26, 1993",http://ufcstats.com/fighter-details/40d8b74488743800
Stipe Miocic,"6' 4""",240 lbs.,"80""",Orthodox,"Aug 19, 1982",http://ufcstats.com/fighter-details/d28dee5c705991df
Frank Mir,"6' 3""",264 lbs.,"79""",Southpaw,"May 24, 1979",http://ufcstats.com/fighter-details/1ff9589f9065a9ed
Mario Miranda,"6' 3""",185 lbs.,"74""",Orthodox,"Jul 12, 1979",http://ufcstats.com/fighter-details/df2bf09c99594848
Vitor Miranda,"6' 1""",185 lbs.,"77""",Orthodox,"Mar 10, 1979",http://ufcstats.com/fighter-details/4bcb6eb12b4ad4aa
Gabriel Miranda,"5' 11""",145 lbs.,"71""",Orthodox,"Mar 25, 1990",http://ufcstats.com/fighter-details/b909a9a9688b5284
David Mitchell,"6' 0""",170 lbs.,"75""",Orthodox,"Oct 24, 1979",http://ufcstats.com/fighter-details/8f3df4c579cfbb69
Bryce Mitchell,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 04, 1994",http://ufcstats.com/fighter-details/d9c6f19f958643e9
Terrence Mitchell,"5' 10""",135 lbs.,"74""",Orthodox,"Dec 30, 1989",http://ufcstats.com/fighter-details/f3ca6908f78efebe
Matt Mitrione,"6' 3""",265 lbs.,"82""",Switch,"Jul 15, 1978",http://ufcstats.com/fighter-details/ba280572acfba13f
Hiromitsu Miura,"5' 9""",170 lbs.,"71""",Orthodox,"Sep 22, 1981",http://ufcstats.com/fighter-details/509697e08673d2e5
Patchy Mix,"5' 8""",135 lbs.,"72""",Southpaw,"Aug 16, 1993",http://ufcstats.com/fighter-details/2cfba6c837c03ed0
Takeya Mizugaki,"5' 7""",135 lbs.,"69""",Orthodox,"Dec 16, 1983",http://ufcstats.com/fighter-details/48e093ea1f43a053
Mizuki,"5' 3""",115 lbs.,"65""",Orthodox,"Aug 19, 1994",http://ufcstats.com/fighter-details/43a59ce3bb40449e
Roxanne Modafferi,"5' 7""",125 lbs.,"69""",Orthodox,"Sep 24, 1982",http://ufcstats.com/fighter-details/4498b382c65a7faa
Bobby Moffett,"5' 10""",145 lbs.,"73""",Orthodox,"Jun 01, 1990",http://ufcstats.com/fighter-details/d76ad9a08c4408ff
Nate Mohr,"5' 9""",155 lbs.,"72""",Orthodox,"Mar 03, 1983",http://ufcstats.com/fighter-details/04c15b52c3cc1cab
Renato Moicano,"5' 11""",155 lbs.,"72""",Orthodox,"May 21, 1989",http://ufcstats.com/fighter-details/b6452706b373eea1
Thiago Moises,"5' 9""",155 lbs.,"70""",Orthodox,"Mar 23, 1995",http://ufcstats.com/fighter-details/d945aae53e3e54e6
Muhammad Mokaev,"5' 7""",125 lbs.,"70""",Orthodox,"Jul 30, 2000",http://ufcstats.com/fighter-details/75353550928a7921
Ashkan Mokhtarian,"5' 6""",125 lbs.,"67""",Southpaw,"Sep 15, 1985",http://ufcstats.com/fighter-details/e9bc5748e6a76bb6
Suman Mokhtarian,"5' 8""",145 lbs.,"72""",Orthodox,"Jun 13, 1992",http://ufcstats.com/fighter-details/192520689012c7e4
Jeff Molina,"5' 6""",125 lbs.,"69""",Orthodox,"Jul 17, 1997",http://ufcstats.com/fighter-details/008ea710276c9606
Jeff Monson,"5' 9""",247 lbs.,"74""",Orthodox,"Jan 18, 1971",http://ufcstats.com/fighter-details/cbfd1d34356a004c
Darrell Montague,"5' 6""",125 lbs.,"67""",Southpaw,"Nov 03, 1987",http://ufcstats.com/fighter-details/bffeb123b21c9aad
Michelle Montague,"5' 9""",135 lbs.,"68""",Southpaw,"Nov 25, 1993",http://ufcstats.com/fighter-details/ca80d72da81d7224
Augusto Montano,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",http://ufcstats.com/fighter-details/94508d80e1f885fc
Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985",http://ufcstats.com/fighter-details/8163cd7de0342652
Nicco Montano,"5' 5""",135 lbs.,"65""",Southpaw,"Dec 16, 1988",http://ufcstats.com/fighter-details/1de9ad94de18eeaf
Antonio Monteiro,"5' 7""",145 lbs.,"70""",Orthodox,"Jul 02, 1995",http://ufcstats.com/fighter-details/3e38b1ea16bd4d86
Sofia Montenegro,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 18, 1999",http://ufcstats.com/fighter-details/8b1b051038354655
Alberto Montes,"5' 7""",145 lbs.,"69""",Orthodox,"May 31, 1994",http://ufcstats.com/fighter-details/a112097ad877a48f
James Moontasri,"5' 10""",170 lbs.,"71""",Switch,"Apr 10, 1988",http://ufcstats.com/fighter-details/c06a9b48d4132c8e
Todd Moore,"5' 9""",170 lbs.,"71""",Southpaw,"Dec 30, 1983",http://ufcstats.com/fighter-details/e31502e3f79d00c5
Taylor Moore,"5' 10""",135 lbs.,"70""",Southpaw,"Oct 16, 1993",http://ufcstats.com/fighter-details/26927dab41dbd5fc
Sergio Moraes,"6' 0""",170 lbs.,"72""",Orthodox,"Jul 23, 1982",http://ufcstats.com/fighter-details/1bcaac2d99b90fce
Marlon Moraes,"5' 6""",135 lbs.,"67""",Orthodox,"Apr 26, 1988",http://ufcstats.com/fighter-details/fea79f9bc8c68769
Sheymon Moraes,"5' 8""",145 lbs.,"72""",Orthodox,"Oct 11, 1990",http://ufcstats.com/fighter-details/0d62719b1dcf7c40
John Moraga,"5' 6""",125 lbs.,"66""",Orthodox,"Mar 20, 1984",http://ufcstats.com/fighter-details/92437c6775b3f7d1
Albert Morales,"5' 9""",135 lbs.,"72""",Orthodox,"May 25, 1991",http://ufcstats.com/fighter-details/544d7460b3e44393
Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,"Aug 22, 1994",http://ufcstats.com/fighter-details/2fe9032955c2e013
Vince Morales,"5' 7""",135 lbs.,"70""",Orthodox,"Nov 12, 1990",http://ufcstats.com/fighter-details/37098a6e6c27fb66
Omar Morales,"5' 11""",155 lbs.,"73""",Orthodox,"Oct 17, 1985",http://ufcstats.com/fighter-details/a0e6753c42698f13
Michael Morales,"6' 0""",170 lbs.,"79""",Orthodox,"Jun 24, 1999",http://ufcstats.com/fighter-details/c32aeb1a59e6272d
Sarah Moras,"5' 7""",135 lbs.,"67""",Orthodox,"Apr 30, 1988",http://ufcstats.com/fighter-details/539ed332b3078821
Christian Morecraft,"6' 6""",260 lbs.,"81""",Orthodox,"Sep 08, 1986",http://ufcstats.com/fighter-details/80779d7441af1b52
Vinicius Moreira,"6' 4""",205 lbs.,"76""",Orthodox,"Feb 28, 1989",http://ufcstats.com/fighter-details/acb36c908d415c4a
Brandon Moreno,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",http://ufcstats.com/fighter-details/792be9a24df82ed6
Dan Moret,"6' 0""",155 lbs.,"73""",Southpaw,"Nov 21, 1986",http://ufcstats.com/fighter-details/66e98b3bb5fc5250
Alexander Morgan,"5' 10""",145 lbs.,"71""",Orthodox,"May 14, 1991",http://ufcstats.com/fighter-details/938ea36fe9c269f0
Alex Morono,"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",http://ufcstats.com/fighter-details/cdb96af67d096b1e
Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,"Sep 08, 1991",http://ufcstats.com/fighter-details/b4192a975027aab6
Sergey Morozov,"5' 6""",135 lbs.,"67""",Orthodox,"Jun 14, 1989",http://ufcstats.com/fighter-details/2f6a993c7f547c13
Carlos Mota,"5' 4""",125 lbs.,"69""",Orthodox,"Apr 15, 1995",http://ufcstats.com/fighter-details/b15862fcd6ded451
Miki Motono,"5' 2""",115 lbs.,"63""",Southpaw,"May 18, 1994",http://ufcstats.com/fighter-details/a5fa51a81d0c5ed9
Nikolas Motta,"5' 9""",155 lbs.,"70""",Orthodox,"Feb 08, 1993",http://ufcstats.com/fighter-details/37f560436d745c18
Eduarda Moura,"5' 6""",125 lbs.,"67""",Orthodox,"Feb 28, 1994",http://ufcstats.com/fighter-details/de594b35c45c2e9a
Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",http://ufcstats.com/fighter-details/232c582f29f8f65e
Kris Moutinho,"5' 7""",135 lbs.,"68""",Southpaw,"Aug 09, 1992",http://ufcstats.com/fighter-details/9c27f3217891f3f0
Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,"Mar 17, 1989",http://ufcstats.com/fighter-details/882d62561063a927
Askar Mozharov,"6' 3""",205 lbs.,"74""",Orthodox,"Oct 26, 1994",http://ufcstats.com/fighter-details/e92901944ce91909
Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,"Nov 15, 1991",http://ufcstats.com/fighter-details/f923e012414c883e
Belal Muhammad,"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",http://ufcstats.com/fighter-details/b1b0729d27936f2f
James Mulheron,"5' 10""",243 lbs.,"73""",Orthodox,"Feb 20, 1988",http://ufcstats.com/fighter-details/8d5350fa18b79e9a
Jamie Mullarkey,"6' 0""",155 lbs.,"74""",Orthodox,"Aug 17, 1994",http://ufcstats.com/fighter-details/af9f42e6894047fc
Melissa Mullins,"5' 7""",135 lbs.,"68""",Orthodox,"Jul 23, 1991",http://ufcstats.com/fighter-details/bd532e9a2b93870c
Pedro Munhoz,"5' 6""",135 lbs.,"65""",Orthodox,"Sep 07, 1986",http://ufcstats.com/fighter-details/6bd02119599741a4
Andre Muniz,"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",http://ufcstats.com/fighter-details/886264a0c9f4ea5e
Mark Munoz,"6' 0""",185 lbs.,"71""",Orthodox,"Feb 09, 1978",http://ufcstats.com/fighter-details/179f1948dc234f1f
Alexander Munoz,"5' 9""",155 lbs.,"72""",Switch,"Feb 27, 1990",http://ufcstats.com/fighter-details/f8f1ec513bcfef43
Johnny Munoz,"5' 9""",135 lbs.,"71""",Orthodox,"Feb 16, 1993",http://ufcstats.com/fighter-details/f6bcbd91b114ff58
Olivier Murad,"5' 10""",145 lbs.,"72""",Southpaw,"Dec 21, 1993",http://ufcstats.com/fighter-details/c3dd69333eb8085a
Makhmud Muradov,"6' 2""",185 lbs.,"75""",Orthodox,"Feb 08, 1990",http://ufcstats.com/fighter-details/ea7e5bc78d9de658
Kanako Murata,"5' 1""",115 lbs.,"62""",Orthodox,"Aug 10, 1993",http://ufcstats.com/fighter-details/e0b0cf71e0d69dd0
Vince Murdock,"5' 6""",145 lbs.,"64""",Orthodox,"Mar 21, 1991",http://ufcstats.com/fighter-details/4b90384d7c3519b8
Samandar Murodov,"6' 1""",170 lbs.,"75""",Orthodox,"Aug 28, 1999",http://ufcstats.com/fighter-details/6f4d199c0adc06f5
Lauren Murphy,"5' 5""",125 lbs.,"67""",Orthodox,"Jul 27, 1983",http://ufcstats.com/fighter-details/729d4bd5a6cd0a97
Lerone Murphy,"5' 9""",145 lbs.,"73""",Orthodox,"Jul 22, 1991",http://ufcstats.com/fighter-details/396fe87b84ac2e1c
Jesse Murray,"6' 3""",205 lbs.,"78""",Orthodox,"Jan 26, 1993",http://ufcstats.com/fighter-details/d0147e906106cd2e
Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,"Jul 15, 1993",http://ufcstats.com/fighter-details/231cae8b77fbbcc1
Azamat Murzakanov,"5' 10""",205 lbs.,"71""",Southpaw,"Apr 12, 1989",http://ufcstats.com/fighter-details/e90a2f22417af68e
Josias Musasa,"5' 8""",135 lbs.,"74""",Southpaw,"Oct 10, 1998",http://ufcstats.com/fighter-details/723b64c0e9a8f348
Tofiq Musayev,"5' 9""",155 lbs.,"69""",Orthodox,"Dec 15, 1989",http://ufcstats.com/fighter-details/ae81a3ac7b260411
Nicholas Musoke,"6' 0""",170 lbs.,"75""",Orthodox,"Apr 05, 1986",http://ufcstats.com/fighter-details/8b5f9ea38184ded3
Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,"Aug 02, 1988",http://ufcstats.com/fighter-details/31d7446b184e3305
Elvis Mutapcic,"6' 0""",185 lbs.,"72""",Orthodox,"Jul 19, 1986",http://ufcstats.com/fighter-details/28c55b4087a6f136
Muhammad Naimov,"5' 9""",145 lbs.,"70""",Orthodox,"Aug 07, 1994",http://ufcstats.com/fighter-details/8d11d9c13e2ccdf7
Yura Naito,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 26, 1996",http://ufcstats.com/fighter-details/50c469e0cb73be10
Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,"Jul 16, 1979",http://ufcstats.com/fighter-details/b034747dc1d15491
Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",http://ufcstats.com/fighter-details/65ddc8a9ac4e8531
Rinya Nakamura,"5' 7""",135 lbs.,"68""",Southpaw,"Mar 23, 1995",http://ufcstats.com/fighter-details/d8c811df0386d5e8
Keiichiro Nakamura,"5' 10""",145 lbs.,"70""",Southpaw,"Dec 02, 1998",http://ufcstats.com/fighter-details/3618e0632ecdba9c
Tokitaka Nakanishi,"5' 6""",135 lbs.,"66""",Orthodox,"Jul 28, 1996",http://ufcstats.com/fighter-details/eb9446a4f44e19cf
Mandel Nallo,"6' 0""",155 lbs.,"75""",Orthodox,"Jul 26, 1989",http://ufcstats.com/fighter-details/8f4528c10bd34fab
Tyson Nam,"5' 7""",125 lbs.,"68""",Orthodox,"Oct 06, 1983",http://ufcstats.com/fighter-details/6e00cfffd54653c4
Rose Namajunas,"5' 5""",125 lbs.,"65""",Orthodox,"Jun 29, 1992",http://ufcstats.com/fighter-details/47b63240018d5d86
Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,"Apr 14, 1987",http://ufcstats.com/fighter-details/776a58a67665a171
Allan Nascimento,"5' 8""",125 lbs.,"69""",Orthodox,"Sep 11, 1991",http://ufcstats.com/fighter-details/253076a23d03dcd0
Rodrigo Nascimento,"6' 2""",246 lbs.,"80""",Orthodox,"Nov 26, 1992",http://ufcstats.com/fighter-details/d31a5546c0e9b213
Bobby Nash,"6' 0""",170 lbs.,"74""",Orthodox,"Mar 26, 1990",http://ufcstats.com/fighter-details/7dfb56f24fe5ddea
Nasrudin Nasrudinov,"6' 0""",205 lbs.,"71""",Orthodox,"Oct 06, 1991",http://ufcstats.com/fighter-details/769fa803bf9d2e3b
Rafael Natal,"6' 0""",185 lbs.,"77""",Orthodox,"Dec 25, 1982",http://ufcstats.com/fighter-details/0dba4df5f34d5ff0
Kevin Natividad,"5' 6""",135 lbs.,"70""",Orthodox,"Apr 02, 1993",http://ufcstats.com/fighter-details/0c258d1d8e16e5f1
Ismail Naurdiev,"5' 10""",185 lbs.,"74""",Orthodox,"Aug 18, 1996",http://ufcstats.com/fighter-details/6a96ad1bc34fb113
Tafon Nchukwi,"6' 0""",185 lbs.,"77""",Orthodox,"Oct 14, 1994",http://ufcstats.com/fighter-details/6aae253467e8f9ce
Dustin Neace,"5' 9""",145 lbs.,"69""",,"Sep 12, 1986",http://ufcstats.com/fighter-details/e503aa5c252a1b4d
Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",http://ufcstats.com/fighter-details/b997be68943010fc
Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,"Dec 09, 1981",http://ufcstats.com/fighter-details/1d4bbaabd8b60173
Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,"Mar 24, 1983",http://ufcstats.com/fighter-details/d1a1314976c50bef
Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,"Sep 04, 1994",http://ufcstats.com/fighter-details/8c57c7b8c3bab0eb
Shane Nelson,"5' 9""",155 lbs.,"70""",Southpaw,"Nov 29, 1984",http://ufcstats.com/fighter-details/2db7fa8db6bc9632
Roy Nelson,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",http://ufcstats.com/fighter-details/3f7c14c7eca7195d
Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,"Jul 28, 1988",http://ufcstats.com/fighter-details/fd55393021a8c255
Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,"Apr 20, 1991",http://ufcstats.com/fighter-details/31f8081c7600da93
Antonio Braga Neto,"6' 3""",185 lbs.,"77""",Orthodox,"Oct 29, 1987",http://ufcstats.com/fighter-details/fae67903c4fe636b
Eduardo Neves,"6' 2""",263 lbs.,"78""",Orthodox,"Mar 16, 2000",http://ufcstats.com/fighter-details/1d688fa375d9431c
